		Total RNA				Ribosome-footprinted RNA			
	yfaS	4.33496	3.8135	-0.184903	0.68315	0.0896352	0.0872973	-0.0381274	1
	yfaT	2.33437	1.25438	-0.896058	0.37615	0.229981	0	#NAME?	1
	yfaU	5.50839	4.5003	-0.291608	0.4541	6.73746	6.99021	0.0531299	0.90735
	yfaV	2.14512	1.78705	-0.263478	0.5306	0.200879	0.191133	-0.0717491	1
	yfaW	1.49019	1.32188	-0.172902	0.69375	2.83462	2.57463	-0.13879	0.79175
	yfaX	1.66293	1.20947	-0.459348	0.36655	0.712267	0.806019	0.178396	0.8328
	yfaY	15.7432	18.0552	0.197683	0.5783	34.1311	30.3695	-0.16846	0.6873
	yfaZ	38.5665	35.3399	-0.126051	0.72565	72.0147	59.2044	-0.282586	0.4956
	yfbB	44.798	43.1009	-0.055717	0.93065	5.45114	4.52518	-0.268584	0.80975
	yfbK	2.80224	3.43495	0.293709	0.43615	1.18498	0.780982	-0.6015	0.31375
	yfbL	0.711997	0.409232	-0.798954	0.1963	0.170247	0.153167	-0.152523	1
	yfbM	2.05118	1.57699	-0.37928	0.4748	25.1529	23.951	-0.0706418	0.8763
	yfbN	0.575887	0.458622	-0.328479	0.63965	2.38212	2.45638	0.0442884	0.9438
	yfbO	1.21362	1.04772	-0.212068	0.7348	2.86044	2.05021	-0.480463	0.52655
	yfbP	1.57033	2.02577	0.367403	0.42555	1.96412	0.963692	-1.02724	0.143
	yfbQ	13.6527	13.1496	-0.0541589	0.88055	22.4519	19.0069	-0.240313	0.55285
	yfbR	6.69606	6.4478	-0.0545043	0.8934	14.1591	15.9932	0.175729	0.69765
	yfbS	13.7086	12.9959	-0.0770242	0.8233	5.22275	4.21676	-0.308673	0.49545
	yfbT	57.995	92.3893	0.671797	0.05355	16.6605	18.3763	0.141413	0.75215
	yfbU	60.2755	81.4576	0.434477	0.2247	93.6927	105.037	0.164895	0.68305
	yfbV	57.5044	68.9791	0.262488	0.46245	86.6024	128.022	0.563917	0.1718
	yfcA	31.2246	31.0533	-0.00793891	0.98995	5.74898	5.48773	-0.0670968	0.943
	yfcC	3.20436	2.88084	-0.153546	0.6891	0.521111	0.374274	-0.477494	0.5384
	yfcD	207.588	204.417	-0.0222034	0.94965	226.008	245.21	0.117644	0.7596
	yfcE	163.201	162.814	-0.00343049	0.9915	310.45	323.156	0.0578695	0.8839
	yfcF	6.35157	6.28066	-0.0161959	0.9668	2.52213	3.2469	0.364422	0.5521
	yfcG	3.52938	3.17076	-0.154586	0.7246	1.96926	2.2311	0.180102	0.7955
	yfcH	48.5229	50.0436	0.0445179	0.89835	18.6087	24.8532	0.417451	0.32815
	yfcI	5.84743	5.88022	0.00806692	0.9826	11.6902	11.4357	-0.0317539	0.94635
	yfcJ	9.94636	7.69176	-0.370855	0.5733	2.6618	2.75921	0.0518538	0.97085
	yfcL	94.3422	88.4795	-0.0925598	0.80465	511.341	505.99	-0.0151764	0.9707
	yfcM	42.0718	42.6791	0.0206779	0.97755	12.1756	8.93698	-0.446139	0.623
	yfcN	44.1571	42.1161	-0.0682731	0.8476	133.123	104.436	-0.350141	0.38135
	yfcO	26.5615	26.0106	-0.0302407	0.9286	11.5572	10.5837	-0.126954	0.776
	yfcP	1.66841	0.93007	-0.843065	0.24385	0.828721	0.92548	0.159316	0.8869
	yfcQ	2.49769	1.93397	-0.369032	0.5888	0.217876	0.371402	0.769474	0.77655
	yfcR	2.18126	1.82502	-0.257249	0.65555	0.276012	0.172826	-0.675416	1
	yfcS	1.19713	0.84626	-0.500406	0.3519	0.455866	0.821617	0.849854	0.36435
	yfcU	2.66377	2.1356	-0.318829	0.46045	0.314385	0.0847762	-1.8908	0.19825
	yfcV	0.957153	0.477478	-1.00331	0.1436	0.334976	0.813088	1.27935	0.30525
	yfcZ	577.826	544.12	-0.0867095	0.81385	1808.45	1951.13	0.109559	0.7831
	yfdC	2.90293	3.21967	0.1494	0.7213	1.36661	1.61283	0.238991	0.71245
	yfdE	1.10152	0.594086	-0.890755	0.0804	0.682957	0.6834	0.000936336	0.9885
	yfdF	0.678783	0.477183	-0.508407	0.36045	3.7512	3.14169	-0.255812	0.61055
	yfdK	6.4034	7.22097	0.173354	0.8071	5.98128	4.88651	-0.29165	0.72175
	yfdL	1.17887	0.573869	-1.03861	0.2423	0	0.173813	inf	1
	yfdN	1.16722	0.386005	-1.59638	0.1839	0	0.0211555	inf	1
	yfdP	2.14097	1.45716	-0.555104	0.3993	0.666884	1.22562	0.878003	0.48865
	yfdQ	1.10115	0.546746	-1.01007	0.08515	2.48579	2.06581	-0.266997	0.64505
	yfdR	1.24694	0.67248	-0.890827	0.1791	0.20994	0.185084	-0.181795	1
	yfdS	1.15734	0.665909	-0.79741	0.48605	0.823038	0.657652	-0.323635	0.8797
	yfdT	2.81629	1.263	-1.15694	0.17025	1.84721	1.81303	-0.0269411	0.9787
	yfdV	0.932467	0.416369	-1.16319	0.054	0.248306	0.438292	0.819775	0.45585
	yfdX	1.24885	0.941558	-0.407473	0.46595	3.53868	2.61377	-0.437076	0.4612
	yfdY	68.0233	76.1174	0.162198	0.66955	321.945	284.307	-0.179363	0.66895
	yfdZ	20.4026	21.6299	0.0842723	0.80735	20.1533	22.1764	0.138004	0.73915
	yfeA	10.1258	11.1684	0.141384	0.6891	5.54474	5.75021	0.0524946	0.90755
	yfeC	173.145	168.244	-0.0414303	0.9063	150.858	130.072	-0.21388	0.5973
	yfeD	129.457	116.378	-0.153647	0.66155	279.744	211.736	-0.401842	0.3137
	yfeH	15.1838	14.6457	-0.0520599	0.92285	20.5084	17.8995	-0.19629	0.67045
	yfeK	16.1326	16.0708	-0.00554139	0.9887	162.148	135.317	-0.260959	0.53295
	yfeN	3.29045	2.73633	-0.266041	0.5343	1.25447	0.974886	-0.363771	0.62765
	yfeO	9.99595	9.3068	-0.103057	0.78155	1.10603	1.23494	0.159056	0.7975
	yfeR	7.17353	6.71428	-0.0954501	0.79275	4.12045	4.49983	0.12707	0.80105
	yfeS	7.20655	6.4602	-0.15773	0.69215	13.5483	11.3303	-0.257928	0.5739
	yfeW	13.9657	16.9088	0.275888	0.45175	6.17039	6.3977	0.0521899	0.9101
	yfeX	82.2809	81.653	-0.0110522	0.97225	134.581	144.177	0.0993615	0.8031
	yfeY	68.1405	65.3317	-0.0607286	0.8653	63.543	62.5798	-0.022036	0.95775
	yfeZ	42.2485	43.6403	0.0467614	0.9338	11.3891	14.9779	0.395173	0.75775
	yffB	58.7822	55.449	-0.0842183	0.82075	519.238	383.933	-0.435541	0.2729
	yffM	8.67983	8.33734	-0.0580782	0.95505	0.308215	4.92279	3.99747	0.2558
	yffO	5.08255	3.55241	-0.516755	0.41165	9.4466	8.85259	-0.0936958	0.88535
	yffP	3.11064	2.2574	-0.462549	0.4289	2.87126	2.34874	-0.289799	0.77065
	yffQ	3.53118	3.11144	-0.182567	0.7271	4.80741	5.3873	0.164302	0.80425
	yffR	15.7626	16.5079	0.0666524	0.87615	25.9739	36.1868	0.478402	0.31775
	yffS	47.8919	44.0927	-0.119241	0.73525	199.567	216.539	0.117751	0.769
	yfgC	33.5779	35.8092	0.0928178	0.78305	25.8888	28.2868	0.127801	0.7479
	yfgD	66.293	68.3414	0.0439045	0.9014	341.069	330.482	-0.0454929	0.9087
	yfgF	1.60522	1.1713	-0.454667	0.25475	0.374108	0.366256	-0.0306029	0.96695
	yfgG	30.9499	25.7099	-0.267613	0.59525	157.726	147.497	-0.0967358	0.84385
	yfgH	2.93837	1.81824	-0.692475	0.17375	2.22783	4.1033	0.881146	0.19355
	yfgI	4.18173	3.94898	-0.0826196	0.84985	2.86997	3.87763	0.434138	0.48795
	yfgJ	179.91	180.411	0.0040132	0.9942	356.702	325.863	-0.130451	0.8313
	yfgM	169.509	155.549	-0.123993	0.72245	213.342	204.536	-0.0608125	0.87455
	yfgO	32.4021	32.7622	0.0159438	0.96335	21.3975	19.6776	-0.12089	0.7718
	yfhB	27.3885	25.6878	-0.0924868	0.79695	19.8881	18.6104	-0.09579	0.83005
	yfhH	32.9374	29.7988	-0.144473	0.676	40.1757	34.8689	-0.204383	0.62885
	yfhL	138.951	122.024	-0.187411	0.6361	314.183	237.185	-0.405591	0.37315
	yfhM	30.0304	30.4901	0.0219156	0.9524	12.6743	12.2786	-0.0457653	0.90895
	yfhR	2.20627	2.07148	-0.0909518	0.8388	0.260192	0.640932	1.3006	0.24115
	yfiB	16.7446	15.6042	-0.101755	0.79645	102.027	80.1891	-0.347476	0.4312
	yfiC	14.7656	16.9552	0.199493	0.6864	7.08601	6.75582	-0.0688427	0.9012
	yfiD	85.0275	69.2666	-0.295769	0.44875	581.817	464.01	-0.326411	0.4628
	yfiE	7.41593	6.76561	-0.132409	0.73095	4.35699	3.85454	-0.176773	0.7383
	yfiF	97.8217	81.97	-0.255059	0.4598	155.034	134.449	-0.205517	0.6031
	yfiH	53.0962	54.0303	0.0251623	0.964	49.0648	46.4296	-0.0796436	0.92955
	yfiL	5.47211	4.82982	-0.180128	0.71645	4.23926	5.09699	0.265834	0.7069
	yfiM	144.851	142.017	-0.0285076	0.9837	19.8062	15.793	-0.326665	0.84965
	yfiN	6.73967	6.46214	-0.0606658	0.874	1.88063	2.09422	0.155196	0.80195
	yfiP	7.10329	6.9535	-0.0307486	0.9418	6.44996	6.36762	-0.0185367	0.9731
	yfiQ	49.5716	44.6924	-0.149484	0.6714	12.9399	12.5313	-0.0462864	0.9087
	yfiR	17.8118	16.6893	-0.0939139	0.92435	13.3297	10.9812	-0.279615	0.78975
	yfjD	16.4335	14.2536	-0.205313	0.56145	7.85398	7.38343	-0.0891319	0.84385
	yfjF	221.654	218.52	-0.0205417	0.96965	182.344	149.601	-0.285543	0.73635
	yfjG	163.657	168.77	0.0443811	0.92085	278.276	258.741	-0.105003	0.81455
	yfjH	4.74317	4.32742	-0.132343	0.73515	46.0441	40.4805	-0.18579	0.64475
	yfjI	0.738537	0.651215	-0.181537	0.7092	1.19315	1.22782	0.0413245	0.9425
	yfjK	4.69851	4.49396	-0.0642167	0.9041	2.65695	2.2888	-0.215179	0.72725
	yfjL	8.76917	8.1977	-0.0972219	0.8323	2.85786	2.49797	-0.194179	0.78095
	yfjO	55.0165	60.4343	0.135502	0.75405	39.1579	23.0363	-0.765396	0.2266
	yfjP	4.01124	4.09535	0.0299391	0.9412	0.579392	0.430994	-0.426873	0.65585
	yfjQ	2.94878	1.76768	-0.738261	0.10095	2.89712	3.97084	0.454822	0.4004
	yfjR	4.91801	4.15968	-0.241602	0.557	0.211128	0.347092	0.7172	0.5775
	yfjS	2.79367	1.88046	-0.571079	0.3835	1.55204	1.91939	0.306482	0.74805
	yfjT	3.04791	2.75452	-0.146023	0.76485	6.84795	6.56657	-0.0605325	0.91305
	yfjV	8.75343	8.65504	-0.0163076	0.97	0.445512	0.703728	0.659552	0.57
	yfjW	1.77483	1.84053	0.0524364	0.8981	9.60868	8.32435	-0.207	0.6357
	yfjX	7.87564	5.45762	-0.529126	0.2346	0.0954136	0.0609925	-0.645563	1
	yfjY	3.69676	2.44244	-0.597939	0.3011	0.24586	0.506991	1.04412	0.4807
	yfjZ	5.26996	3.44618	-0.612793	0.28105	2.06363	0.940361	-1.1339	0.3901
	ygaC	13.6317	12.6989	-0.102264	0.8067	72.4867	75.3969	0.0567883	0.8978
	ygaD	84.0943	82.2957	-0.0311905	0.92735	242.439	254.562	0.0703949	0.864
	ygaH	93.7492	98.9606	0.0780482	0.8922	19.208	34.1059	0.828314	0.49675
	ygaM	38.5693	47.4491	0.298927	0.45245	153.019	191.896	0.326615	0.4382
	ygaP	6.7537	6.69787	-0.0119768	0.97735	35.8783	34.8926	-0.0401913	0.92655
	ygaQ	0.603379	0.193918	-1.63762	1	0.0532347	0.211376	1.98937	1
	ygaU	29.9316	29.2897	-0.0312733	0.9335	211.893	193.946	-0.127681	0.76115
	ygaV	22.7852	20.3938	-0.159966	0.7085	25.8173	27.0307	0.0662643	0.89835
	ygaW	48.7068	52.5395	0.109279	0.77425	109.481	83.1662	-0.396611	0.421
	ygaY	3.13597	2.08682	-0.587603	0.2512	1.49694	1.16967	-0.355914	0.67805
	ygaZ	42.8562	45.9309	0.0999593	0.82135	28.6945	29.069	0.0187045	0.97075
	ygbA	19.3666	19.1741	-0.0144114	0.971	17.4797	15.7102	-0.153986	0.7724
	ygbE	14.5109	11.6961	-0.311107	0.4704	59.2281	52.6775	-0.169094	0.7259
	ygbF	63.8791	56.3583	-0.180715	0.70855	22.566	36.0817	0.677118	0.456
	ygbI	34.0666	33.7454	-0.013665	0.969	52.9534	50.4433	-0.0700613	0.8621
	ygbJ	4.52632	5.05427	0.159165	0.8098	5.58675	7.38673	0.402926	0.45995
	ygbK	5.52687	5.66579	0.0358153	0.9429	1.08325	2.10556	0.958843	0.36625
	ygbL	3.697	3.12662	-0.24175	0.81755	0.694033	0.694946	0.00189567	0.9866
	ygbM	3.31432	2.85249	-0.216493	0.6091	2.39758	3.10598	0.373469	0.51685
	ygbN	3.97971	3.3277	-0.258136	0.5043	0.4949	0.66427	0.424634	0.56085
	ygbT	6.72015	5.73325	-0.229139	0.55505	0.74253	0.632454	-0.231489	0.77305
	ygcB	2.42314	2.06238	-0.232568	0.53165	3.08017	3.17565	0.0440394	0.92485
	ygcE	2.24786	1.60542	-0.485606	0.23425	1.45298	1.39492	-0.0588385	0.92165
	ygcF	55.3747	49.2338	-0.169578	0.6248	69.3183	69.0404	-0.00579525	0.98885
	ygcG	1.14435	0.663716	-0.785893	0.1523	1.55927	1.07243	-0.539992	0.4208
	ygcN	9.97968	9.33261	-0.096713	0.8082	3.46348	3.17424	-0.125812	0.81475
	ygcO	33.3739	20.6284	-0.694091	0.49235	9.77747	8.65222	-0.176391	0.9003
	ygcP	4.59927	4.15479	-0.146629	0.73585	18.715	11.2587	-0.733155	0.1306
	ygcQ	3.69327	3.85728	0.0626852	0.9076	0.732999	0.574356	-0.351866	0.7635
	ygcR	2.22797	1.39604	-0.674391	0.44045	0.732755	0.756364	0.0457502	0.96835
	ygcS	1.48965	0.826494	-0.849894	0.27465	0.169948	0.0710539	-1.2581	1
	ygcU	1.22515	0.820238	-0.578842	0.19765	0.833468	0.918662	0.140408	0.81875
	ygcW	1.10346	0.512409	-1.10667	0.07315	2.75968	1.47641	-0.902409	0.1575
	ygdB	8.66037	7.13768	-0.278975	0.73325	0.235428	0.590176	1.32586	0.6391
	ygdD	55.0649	51.4594	-0.0976995	0.9029	95.3271	80.5878	-0.242324	0.7196
	ygdE	52.7026	48.5379	-0.118763	0.75645	34.1613	30.3507	-0.170634	0.72935
	ygdG	50.5088	50.043	-0.013365	0.9684	33.0477	28.3461	-0.221403	0.5953
	ygdH	24.6211	26.8195	0.123388	0.7223	74.889	66.6849	-0.167394	0.6762
	ygdI	90.711	83.2444	-0.123925	0.74725	127.205	105.493	-0.270016	0.5723
	ygdL	48.085	43.4436	-0.146441	0.67235	41.0811	33.9161	-0.276507	0.5029
	ygdQ	58.599	44.9225	-0.383439	0.2712	38.6456	19.2214	-1.00759	0.0212
	ygdR	266.285	296.262	0.153901	0.6739	816.054	703.125	-0.214882	0.59155
	ygeA	422.165	418.377	-0.0130037	0.97575	670.558	627.7	-0.0952872	0.8203
	ygeG	0.361281	0.199223	-0.85874	0.4344	0.100308	0.149617	0.576829	1
	ygeH	0.465819	0.290173	-0.682858	0.24285	0.329657	0.311627	-0.0811436	0.92185
	ygeN	0.363609	0.409416	0.171179	0.8561	0.221237	0.551557	1.31792	0.42415
	ygeR	33.0229	31.2754	-0.0784365	0.8217	39.6005	36.5228	-0.116722	0.7779
	ygeV	12.4291	12.4737	0.00516577	0.98895	12.5973	13.233	0.0710227	0.8619
	ygeW	1.46614	0.891147	-0.718287	0.121	0.412486	0.476824	0.209112	0.80695
	ygeX	4.58751	3.60889	-0.346159	0.37945	1.35695	1.17226	-0.211068	0.72485
	ygeY	1.99568	1.59926	-0.319474	0.45685	4.89151	5.05902	0.0485776	0.91565
	ygfA	12.284	11.493	-0.0960207	0.8009	5.07256	4.24365	-0.257406	0.65265
	ygfB	186.692	181.012	-0.0445771	0.89445	270.457	256.536	-0.076239	0.84455
	ygfF	27.4486	29.1654	0.0875213	0.8121	9.3849	7.28649	-0.365117	0.483
	ygfI	1.95943	1.97015	0.00786761	0.99235	2.14116	1.89251	-0.178095	0.7928
	ygfJ	5.80621	3.73124	-0.637944	0.1937	18.301	12.6531	-0.532431	0.277
	ygfK	2.98443	2.57592	-0.21237	0.56215	0.127885	0.190665	0.576196	1
	ygfM	3.2405	3.09146	-0.0679287	0.9476	3.22502	2.75782	-0.225783	0.79765
	ygfQ	5.94619	5.74507	-0.0496427	0.89605	4.05936	3.50204	-0.213055	0.6601
	ygfS	9.03478	7.87714	-0.197818	0.76365	1.77389	2.3522	0.407095	0.6812
	ygfT	2.97394	2.08565	-0.511879	0.28	0.583768	0.583708	-0.000147829	0.99285
	ygfU	1.46152	0.68205	-1.09952	0.0314	0.0552377	0.0647356	0.228906	1
	ygfX	109.124	117.393	0.105377	0.8229	54.4649	65.5726	0.267767	0.80215
	ygfY	237.48	259.908	0.1302	0.80605	850.021	918.114	0.111174	0.80125
	ygfZ	76.2972	74.8055	-0.0284865	0.93405	293.932	314.817	0.0990281	0.8056
	yggC	16.4304	14.5741	-0.172967	0.74825	9.3255	8.73213	-0.0948471	0.85985
	yggD	35.5699	33.24	-0.0977371	0.84005	5.32948	6.024	0.176726	0.84855
	yggE	65.9205	74.3217	0.173057	0.61385	292.797	333.171	0.186363	0.63625
	yggF	3.00873	2.01049	-0.581608	0.2755	0.268501	0.677888	1.33612	0.43225
	yggG	43.2295	47.051	0.122211	0.7265	60.8452	97.3531	0.678083	0.09215
	yggI	8.64698	8.03404	-0.10607	0.7974	6.2115	5.33978	-0.218161	0.7124
	yggL	256.385	221.264	-0.212544	0.73425	726.39	553.621	-0.391848	0.4251
	yggM	2.91843	2.47822	-0.235888	0.56755	0.932322	0.715814	-0.381244	0.60325
	yggN	50.8431	44.782	-0.183135	0.6072	77.3234	75.0964	-0.0421619	0.9174
	yggP	1.68077	1.15073	-0.546564	0.37315	1.38805	0.821976	-0.755887	0.3191
	yggR	3.31992	2.71984	-0.28763	0.49055	1.11028	0.620397	-0.839659	0.29
	yggS	35.9806	34.7476	-0.0503066	0.88395	96.7983	88.4904	-0.129461	0.7417
	yggT	75.6277	70.62	-0.0988378	0.807	149.353	155.153	0.0549642	0.89695
	yggU	87.7707	82.274	-0.0933029	0.90465	60.0813	63.7437	0.0853659	0.95265
	yggW	47.1777	46.7896	-0.0119171	0.9788	21.0852	15.3408	-0.458857	0.5958
	yggX	134.239	139.864	0.0592151	0.8706	673.038	706.714	0.0704381	0.8575
	yghA	3.73661	3.54756	-0.0749024	0.85475	4.86385	6.55841	0.43125	0.3999
	yghB	47.7867	48.0459	0.00780219	0.9824	40.0967	32.1219	-0.319925	0.45155
	yghD	7.57903	6.6604	-0.186403	0.6493	3.26476	2.78433	-0.229645	0.73175
	yghE	13.1537	10.5499	-0.31824	0.4023	3.13793	3.58096	0.190531	0.7221
	yghG	7.56447	5.81277	-0.380013	0.41785	62.165	62.8387	0.0155519	0.9727
	yghJ	21.7737	24.6193	0.177204	0.64895	7.45112	8.752	0.232155	0.6142
	yghO	7.69544	7.69782	0.000445726	0.99855	15.1411	13.8681	-0.126702	0.94545
	yghQ	3.17401	2.27582	-0.479918	0.23975	0.542531	0.533692	-0.023698	0.97915
	yghR	2.15092	1.17685	-0.870027	0.0801	0.174276	0.250422	0.522991	0.71465
	yghS	1.53855	0.538198	-1.51536	0.01745	0.217265	0.224704	0.0485702	1
	yghT	1.35518	0.800604	-0.759325	0.1744	0.847608	0.347398	-1.28681	0.21835
	yghU	11.6494	11.365	-0.0356594	0.923	22.7897	18.3508	-0.312543	0.4679
	yghW	3.91552	3.53991	-0.145491	0.8189	25.6971	27.8797	0.117608	0.82225
	yghX	2.12483	1.90032	-0.161102	0.8367	0.208558	0.266639	0.354437	1
	yghZ	31.7247	32.067	0.015482	0.9654	53.2032	50.3726	-0.0788739	0.8444
	ygiB	108.332	104.721	-0.0489122	0.94875	252.884	249.314	-0.0205142	0.98595
	ygiC	61.8925	61.0488	-0.0198033	0.9536	32.2959	29.4938	-0.130939	0.75265
	ygiD	8.41177	7.85061	-0.0996043	0.7932	1.96275	2.93381	0.579903	0.32545
	ygiF	44.0398	44.8092	0.0249887	0.9419	47.8495	48.6918	0.0251731	0.9479
	ygiL	0.833126	1.01698	0.287684	0.64685	3.7559	5.88563	0.648039	0.2724
	ygiM	43.1965	41.3671	-0.0624298	0.86075	76.2952	74.9891	-0.024912	0.95295
	ygiN	179.235	185.265	0.047735	0.89355	570.189	643.59	0.174701	0.65855
	ygiQ	12.1659	11.2785	-0.109266	0.7577	2.55249	5.26397	1.04425	0.0242
	ygiS	12.6458	13.0045	0.0403526	0.9103	11.5336	11.6468	0.0140957	0.9725
	ygiT	25.0185	25.8278	0.0459292	0.9055	70.1546	67.6254	-0.0529733	0.9061
	ygiV	9.64757	9.91392	0.0392892	0.92245	5.81012	6.2613	0.107894	0.84735
	ygiW	51.8042	53.1379	0.0366731	0.92425	293.523	288.227	-0.0262663	0.95395
	ygjD	50.0017	50.834	0.0238175	0.94425	72.5119	66.3521	-0.128077	0.74595
	ygjH	28.6207	32.4907	0.182971	0.6344	101.967	164.542	0.690358	0.09885
	ygjI	1.71232	1.20033	-0.512525	0.2317	1.25474	1.44534	0.204013	0.71965
	ygjJ	2.14247	1.46013	-0.553178	0.2147	0.335299	0.0963894	-1.7985	0.1694
	ygjK	2.22962	1.59495	-0.483285	0.2175	1.01692	0.80814	-0.331529	0.55675
	ygjM	21.3068	19.2982	-0.142842	0.7595	54.8131	50.5536	-0.116706	0.8101
	ygjN	22.1588	15.1412	-0.549407	0.4238	10.9954	13.7395	0.321421	0.82335
	ygjP	14.4343	14.3552	-0.0079247	0.98495	21.2032	27.0377	0.350694	0.43915
	ygjQ	2.1823	1.59163	-0.455342	0.3487	0.768504	0.89661	0.222428	0.7922
	ygjR	17.6508	18.8187	0.0924305	0.79515	39.8111	35.3993	-0.169451	0.68115
	ygjV	6.17862	5.60625	-0.14025	0.7395	4.84374	5.18721	0.0988363	0.862
	yhaB	0.887942	0.775097	-0.196089	0.7699	1.43856	1.12779	-0.351125	0.6807
	yhaC	0.25204	0.244866	-0.0416569	0.9583	0.698211	0.764545	0.13094	0.8599
	yhaH	70.6301	72.9174	0.0459804	0.9024	196.179	245.983	0.326391	0.4126
	yhaI	4.27678	3.02132	-0.501349	0.3578	3.05571	3.41635	0.160949	0.84235
	yhaJ	56.5894	50.556	-0.162649	0.6359	41.9878	43.7866	0.060517	0.88545
	yhaK	6.48614	5.49433	-0.239417	0.55365	13.3367	14.2341	0.0939442	0.84095
	yhaL	821.395	848.779	0.0473129	0.89985	2061.9	2177.29	0.0785571	0.84965
	yhaM	152.214	142.288	-0.09729	0.8272	259.584	210.97	-0.299164	0.54615
	yhaO	111.623	107.671	-0.052013	0.9074	30.3008	32.8488	0.116483	0.8084
	yhaV	26.6876	26.1424	-0.0297785	0.9486	21.441	15.6348	-0.455613	0.5494
	yhbE	136.185	121.793	-0.161136	0.64595	13.3162	11.4044	-0.223585	0.6214
	yhbJ	33.9855	31.9952	-0.0870644	0.8098	46.9793	44.1244	-0.0904473	0.82525
	yhbO	4.65821	3.98404	-0.225543	0.75015	5.17087	5.56192	0.105177	0.9106
	yhbP	10.6694	10.6599	-0.0012956	0.9961	12.0966	12.0875	-0.00108767	0.99735
	yhbQ	125.5	133.312	0.0871215	0.9506	22.2766	19.7633	-0.172706	0.9421
	yhbS	233.26	249.745	0.098522	0.8587	290.357	285.875	-0.0224416	0.96745
	yhbT	244.296	255.526	0.064837	0.9033	264.592	266.556	0.0106678	0.9849
	yhbU	6.89536	5.64798	-0.287891	0.46365	5.63075	4.73159	-0.251002	0.6232
	yhbV	6.29322	4.79249	-0.393023	0.3131	2.46692	1.61326	-0.612735	0.3375
	yhbW	8.45546	8.34579	-0.0188346	0.9591	11.2803	13.7508	0.285707	0.5464
	yhbX	1.75162	1.3983	-0.325018	0.4327	0.704985	0.360863	-0.966143	0.21185
	yhbY	556.734	505.564	-0.139095	0.6995	4766.19	3020.02	-0.658279	0.1038
	yhcA	0.834525	0.542905	-0.620256	0.3281	0.89004	0.897986	0.0128219	0.9842
	yhcB	307.544	328.131	0.0934783	0.7826	718.063	700.086	-0.0365779	0.9275
	yhcC	5.02187	3.53723	-0.505606	0.2151	2.16418	2.19467	0.0201839	0.9718
	yhcD	2.2748	1.75044	-0.378021	0.4241	0.491413	0.309012	-0.669273	0.43695
	yhcE	24.8382	6.43447	-1.94867	0.4298	5.96032	10.2538	0.782693	0.78985
	yhcF	6.55535	6.02939	-0.120661	0.7763	6.86328	6.11041	-0.167631	0.7361
	yhcG	4.85924	4.4285	-0.133913	0.73235	0.409046	0.472415	0.20779	0.8123
	yhcH	150.291	165.9	0.142555	0.9055	560.639	515.362	-0.121487	0.8831
	yhcM	30.6818	30.232	-0.0213065	0.9522	8.53547	8.94773	0.0680513	0.87555
	yhcN	31.7454	34.1183	0.103997	0.79855	201.27	223.316	0.149954	0.72755
	yhcO	10.5163	7.02593	-0.581869	0.2604	8.25311	12.8187	0.635246	0.3772
	yhdE	37.3568	34.255	-0.125058	0.8703	45.9803	39.5149	-0.218618	0.76845
	yhdH	23.5299	25.215	0.0997847	0.77865	46.4922	53.9918	0.215753	0.5935
	yhdJ	1.29177	1.35103	0.0647116	0.8932	0.438953	0.136309	-1.68719	0.20575
	yhdN	33.2704	35.7442	0.10347	0.7857	18.5102	21.801	0.236071	0.6367
	yhdP	20.3129	19.9348	-0.0271061	0.93775	3.75784	3.79251	0.0132512	0.97355
	yhdT	39.4376	37.237	-0.0828346	0.94195	64.6541	70.9606	0.134276	0.8731
	yhdU	112.226	56.0008	-1.00288	0.1327	871.976	810.919	-0.104731	0.8354
	yhdV	22.4035	16.6068	-0.431945	0.3882	61.7461	78.3891	0.344304	0.5217
	yhdW	2.44859	1.91026	-0.358182	0.4524	0.0904965	0.0631083	-0.520032	1
	yhdX	1.56417	1.2803	-0.288914	0.5239	0.221758	0.572834	1.36913	0.1569
	yhdY	2.70139	1.4702	-0.877694	0.0438	0.152085	0.178849	0.233861	1
	yhdZ	4.73004	4.77048	0.0122804	0.97595	4.91286	5.32729	0.11684	0.81815
	yheL	147.473	186.769	0.340807	0.3453	48.0088	51.1292	0.0908501	0.8469
	yheM	88.321	101.705	0.203559	0.8041	32.1313	28.232	-0.186648	0.91435
	yheN	112.677	118.367	0.0710814	0.9161	59.6303	65.6949	0.139737	0.89295
	yheO	75.9787	78.3184	0.0437555	0.929	99.4151	95.8595	-0.0525444	0.9108
	yheS	38.4397	33.2964	-0.207233	0.6083	25.5616	22.9449	-0.155806	0.73635
	yheT	22.5189	20.1301	-0.161781	0.8369	5.84665	4.9647	-0.235905	0.8742
	yheU	88.6213	86.0635	-0.0422518	0.98135	227.919	205.194	-0.151534	0.88445
	yheV	79.2699	74.5133	-0.0892756	0.8219	338.925	375.015	0.145984	0.73705
	yhfA	56.6902	58.8834	0.0547625	0.8783	129.425	155.413	0.263994	0.5161
	yhfG	42.1921	38.8046	-0.120744	0.90175	97.4496	135.353	0.474	0.53785
	yhfK	11.6401	11.1445	-0.0627725	0.8618	6.67985	5.55862	-0.265089	0.5566
	yhfL	75.2498	61.9409	-0.280796	0.54275	1147.47	1351.82	0.236441	0.5673
	yhfS	8.37271	7.6228	-0.135372	0.7222	0.431222	0.252814	-0.770358	0.4593
	yhfT	3.45457	3.03307	-0.187729	0.63405	0.511878	0.455637	-0.167916	0.83245
